X,Y,Pop,ele,Distance=5000 Number of People=1000,Distance=10000 Number of People=1000,Distance=15000 Number of People=1000,Distance=20000 Number of People=1000,Distance=25000 Number of People=1000,Distance=30000 Number of People=2000,Distance=35000 Number of People=2000,Distance=40000 Number of People=2000,Distance=45000 Number of People=2000,Distance=50000 Number of People=3000
3336241.092,-3120881.746,3955.328364,1,1,1,1,1,1,1,1,1,1,1
4332506.007,-371737.9551,26.48370592,0,0,0,0,0,0,0,0,0,0,0
-1635020.2,1843378.915,8144.81624,1,1,1,1,1,1,1,1,1,1,1
2490925.407,-3969456.583,2038.816055,1,1,1,1,1,1,1,1,1,1,1
-206034.161,558830.9603,2798.176923,1,1,1,1,1,1,1,1,1,1,1
3819278.626,-1474377.287,70371.35004,1,1,1,1,1,1,1,1,1,1,1
3275861.4,-2765427.046,591.3449165,0,0,0,0,0,0,0,0,0,0,0
2651937.918,-753157.9452,10236.13386,1,1,1,1,1,1,1,1,1,1,1
2772697.302,-1035897.854,1503.749471,1,1,1,1,1,1,1,1,1,1,1
3084659.043,-2601667.211,168.0887346,0,0,0,0,0,0,0,0,0,0,0
2943773.095,-1972382.773,1648.693607,1,1,1,1,1,1,1,1,1,1,1
1575166.748,-592304.5252,4230.806389,1,1,1,1,1,1,1,1,1,1,1
3537506.732,-21665.018,80958.98592,1,1,1,1,1,1,1,1,1,1,1
4312379.443,860645.2992,5136.038761,1,1,1,1,1,1,1,1,1,1,1
4060797.393,-1649570.703,3514.203573,1,1,1,1,1,1,1,1,1,1,1
3587823.141,-3233827.271,2053.946416,1,1,1,1,1,1,1,1,1,1,1
3658266.114,-1805192.567,830.4665221,0,0,0,0,0,0,0,0,0,0,0
-1403564.715,1113639.082,12322.10185,1,1,1,1,1,1,1,1,1,1,1
4070860.676,1409386.813,5208.451963,1,1,1,1,1,1,1,1,1,1,1
3285924.682,-2732537.296,568.6493759,0,0,0,0,0,0,0,0,0,0,0
-34958.3675,1307090.611,13517.47619,1,1,1,1,1,1,1,1,1,1,1
458142.4494,739721.7917,2571.873013,1,1,1,1,1,1,1,1,1,1,1
3306051.246,-371737.9551,129364.6093,1,1,1,1,1,1,1,1,1,1,1
-236224.0071,860645.2992,3928.918989,1,1,1,1,1,1,1,1,1,1,1
357509.6298,729657.6954,26135.12862,1,1,1,1,1,1,1,1,1,1,1
3245671.554,-3109638.465,418.606636,0,0,0,0,0,0,0,0,0,0,0
709724.4979,1113639.082,5031.481728,1,1,1,1,1,1,1,1,1,1,1
1705989.413,-522058.3793,5142.242965,1,1,1,1,1,1,1,1,1,1,1
3507316.886,-91639.6157,31667.31729,1,1,1,1,1,1,1,1,1,1,1
1524850.338,1073050.616,2757.378263,1,1,1,1,1,1,1,1,1,1,1
-568312.3119,739721.7917,2195.668016,1,1,1,1,1,1,1,1,1,1,1
1826748.797,-481947.3939,5865.106456,1,1,1,1,1,1,1,1,1,1,1
2732444.174,-1178013.228,2306.393883,1,1,1,1,1,1,1,1,1,1,1
3366430.938,-1961894.975,6509.884201,1,1,1,1,1,1,1,1,1,1,1
4131240.368,-843846.9251,2096.330544,1,1,1,1,1,1,1,1,1,1,1
3285924.682,-3256530.525,5536.451019,1,1,1,1,1,1,1,1,1,1,1
2631811.354,-803520.3132,8432.601533,1,1,1,1,1,1,1,1,1,1,1
4262063.033,-191625.1244,3308.808008,1,1,1,1,1,1,1,1,1,1,1
2782760.584,-1066304.738,1298.25316,1,1,1,1,1,1,1,1,1,1,1
3306051.246,-3290658.416,2777.681985,1,1,1,1,1,1,1,1,1,1,1
3557633.296,1864243.714,1254.783367,1,1,1,1,1,1,1,1,1,1,1
1112255.777,568867.0176,36891.75017,1,1,1,1,1,1,1,1,1,1,1
5294.7609,689419.6163,4994.11079,1,1,1,1,1,1,1,1,1,1,1
3567696.577,-3188535.973,1457.558046,1,1,1,1,1,1,1,1,1,1,1
-729324.8231,548796.3188,2078.877164,1,1,1,1,1,1,1,1,1,1,1
3738772.37,1307090.611,13.85407503,0,0,0,0,0,0,0,0,0,0,0
2017951.154,-2853482.828,3.467159298,0,0,0,0,0,0,0,0,0,0,0
-377109.9541,759855.6608,9043.205503,1,1,1,1,1,1,1,1,1,1,1
3155102.017,-3165947.219,431.2152696,0,0,0,0,0,0,0,0,0,0,0
4362695.852,-401782.3697,1542.67587,1,1,1,1,1,1,1,1,1,1,1
4272126.315,961654.7224,25828.55256,1,1,1,1,1,1,1,1,1,1,1
3648202.833,-2385860.834,1170.202827,1,1,1,1,1,1,1,1,1,1,1
4413012.262,1266268.639,57171.10547,1,1,1,1,1,1,1,1,1,1,1
2812950.429,-1157676.3,2306.393883,1,1,1,1,1,1,1,1,1,1,1
2853203.558,-1066304.738,2009.028634,1,1,1,1,1,1,1,1,1,1,1
-568312.3119,820304.5461,2423.859373,1,1,1,1,1,1,1,1,1,1,1
438015.8848,790071.0423,35716.37618,1,1,1,1,1,1,1,1,1,1,1
1826748.797,-2321646.377,3.467159298,0,0,0,0,0,0,0,0,0,0,0
2853203.558,-1056166.406,1796.279512,1,1,1,1,1,1,1,1,1,1,1
931116.7013,1317304.51,69085.40794,1,1,1,1,1,1,1,1,1,1,1
2873330.122,-3802060.861,143.7384232,0,0,0,0,0,0,0,0,0,0,0
3034342.633,-3861566.538,6347.186161,1,1,1,1,1,1,1,1,1,1,1
3376494.22,2200958.729,223.6443541,0,0,0,0,0,0,0,0,0,0,0
3145038.734,-2699717.465,544.6929721,0,0,0,0,0,0,0,0,0,0,0
3597886.423,-2919867.913,1103.693603,1,1,1,1,1,1,1,1,1,1,1
3668329.397,1307090.611,1243.75005,1,1,1,1,1,1,1,1,1,1,1
1746242.541,-451877.0589,5553.235586,1,1,1,1,1,1,1,1,1,1,1
-548185.7473,1123793.297,2378.698452,1,1,1,1,1,1,1,1,1,1,1
3567696.577,-2088105.308,5430.176797,1,1,1,1,1,1,1,1,1,1,1
3094722.324,-2418056.645,394.0747,0,0,0,0,0,0,0,0,0,0,0
3718645.807,-2130353.541,5505.885189,1,1,1,1,1,1,1,1,1,1,1
1917318.334,-2109217.989,461.1321866,0,0,0,0,0,0,0,0,0,0,0
3275861.4,-3302054.03,2283.423547,1,1,1,1,1,1,1,1,1,1,1
3557633.296,-11669.0679,1059.135604,1,1,1,1,1,1,1,1,1,1,1
3124912.171,-2964292.892,11027.51096,1,1,1,1,1,1,1,1,1,1,1
2722380.892,-904401.984,1629.464861,1,1,1,1,1,1,1,1,1,1,1
-528059.1835,1174608.331,1174.749094,1,1,1,1,1,1,1,1,1,1,1
3014216.069,-2908782.869,9253.476209,1,1,1,1,1,1,1,1,1,1,1
-1172109.229,1481210.99,2603.973517,1,1,1,1,1,1,1,1,1,1,1
176370.5544,769925.4841,33134.55466,1,1,1,1,1,1,1,1,1,1,1
3507316.886,-1909534.372,1645.268425,1,1,1,1,1,1,1,1,1,1,1
780167.4723,528731.1861,2672018.891,1,1,1,1,1,1,1,1,1,1,1
2440608.997,-3813937.717,35.30417412,0,0,0,0,0,0,0,0,0,0,0
2038077.718,-2975420.541,69.34318596,0,0,0,0,0,0,0,0,0,0,0
3738772.37,-1805192.567,2085.154038,1,1,1,1,1,1,1,1,1,1,1
3145038.734,-2975420.541,26594.13002,1,1,1,1,1,1,1,1,1,1,1
2048141.0,-3695704.166,252.1726723,0,0,0,0,0,0,0,0,0,0,0
3879658.318,-11669.0679,58876.58872,1,1,1,1,1,1,1,1,1,1,1
2692191.046,-3555344.922,21.43467714,0,0,0,0,0,0,0,0,0,0,0
-739388.1054,639161.2601,4328.44865,1,1,1,1,1,1,1,1,1,1,1
4272126.315,901021.2148,2409930.765,1,1,1,1,1,1,1,1,1,1,1
3044405.915,-3451114.802,2088.833871,1,1,1,1,1,1,1,1,1,1,1
2118583.974,-2547452.66,150.8214295,0,0,0,0,0,0,0,0,0,0,0
3638139.551,-2385860.834,1224.129224,1,1,1,1,1,1,1,1,1,1,1
136117.4269,1022376.899,4400.936958,1,1,1,1,1,1,1,1,1,1,1
3175228.58,-1577288.232,2898.581599,1,1,1,1,1,1,1,1,1,1,1
-135591.1871,1012250.134,1882.521664,1,1,1,1,1,1,1,1,1,1,1
3497253.603,-1940935.152,8374.653582,1,1,1,1,1,1,1,1,1,1,1
3638139.551,38310.748,199525.6584,1,1,1,1,1,1,1,1,1,1,1
3688455.961,48306.9014,343737.6459,1,1,1,1,1,1,1,1,1,1,1
1766369.105,-2461078.384,3.467159298,0,0,0,0,0,0,0,0,0,0,0
508458.8596,840470.632,5184.569408,1,1,1,1,1,1,1,1,1,1,1
3728709.089,-2162100.326,6652.71991,1,1,1,1,1,1,1,1,1,1,1
4382822.417,1052773.044,19957.78473,1,1,1,1,1,1,1,1,1,1,1
4463328.672,-1330943.008,1520.724411,1,1,1,1,1,1,1,1,1,1,1
2038077.718,-3416562.319,133.6515163,0,0,0,0,0,0,0,0,0,0,0
-1423691.279,1687502.526,5238.695225,1,1,1,1,1,1,1,1,1,1,1
-155717.7508,961654.7224,1866.134097,1,1,1,1,1,1,1,1,1,1,1
4241936.469,941433.9853,31747.00713,1,1,1,1,1,1,1,1,1,1,1
3618012.987,-2439553.969,345.1289443,0,0,0,0,0,0,0,0,0,0,0
3004152.787,-2864526.279,316.4767037,0,0,0,0,0,0,0,0,0,0,0
2178963.666,-3543720.666,20.17381378,0,0,0,0,0,0,0,0,0,0,0
4292252.878,-582265.0591,16469.24061,1,1,1,1,1,1,1,1,1,1,1
-95338.0587,1042638.328,219443.8501,1,1,1,1,1,1,1,1,1,1,1
3386557.501,-2942063.361,615.3013203,0,0,0,0,0,0,0,0,0,0,0
2943773.095,-1188186.238,1566.607166,1,1,1,1,1,1,1,1,1,1,1
3869595.036,-1888626.123,6170.977425,1,1,1,1,1,1,1,1,1,1,1
4171493.495,1296880.101,24300.81063,1,1,1,1,1,1,1,1,1,1,1
3517380.167,-2056478.597,8764.218341,1,1,1,1,1,1,1,1,1,1,1
-568312.3119,1113639.082,11030.44677,1,1,1,1,1,1,1,1,1,1,1
508458.8596,870735.9152,61833.13428,1,1,1,1,1,1,1,1,1,1,1
3225544.99,-201625.9196,19548.74312,1,1,1,1,1,1,1,1,1,1,1
2833076.993,-985272.545,1503.749471,1,1,1,1,1,1,1,1,1,1,1
3678392.679,-301666.0331,25151.46797,1,1,1,1,1,1,1,1,1,1,1
3718645.807,-2056478.597,2861.694163,1,1,1,1,1,1,1,1,1,1,1
-699134.9771,759855.6608,18623.64893,1,1,1,1,1,1,1,1,1,1,1
3919911.446,-975155.1674,1174.125047,1,1,1,1,1,1,1,1,1,1,1
2128647.256,-3279272.657,20.80295579,0,0,0,0,0,0,0,0,0,0,0
3547570.013,-2077557.461,1591.876301,1,1,1,1,1,1,1,1,1,1,1
4211746.623,769925.4841,121032.4843,1,1,1,1,1,1,1,1,1,1,1
3929974.728,-512028.7131,16743.65297,1,1,1,1,1,1,1,1,1,1,1
1877065.207,-2257661.907,3.467159298,0,0,0,0,0,0,0,0,0,0,0
800294.0361,699476.4415,179445.2954,1,1,1,1,1,1,1,1,1,1,1
3155102.017,-1742819.919,1437.036996,1,1,1,1,1,1,1,1,1,1,1
1263205.007,1215314.746,5613.21491,1,1,1,1,1,1,1,1,1,1,1
1061939.367,1113639.082,28713.12514,1,1,1,1,1,1,1,1,1,1,1
3215481.708,-2886637.938,9818.342994,1,1,1,1,1,1,1,1,1,1,1
1484597.209,-461899.3264,4075.556395,1,1,1,1,1,1,1,1,1,1,1
4302316.161,1002125.965,24325.53709,1,1,1,1,1,1,1,1,1,1,1
558775.2686,1440145.999,11561.18155,1,1,1,1,1,1,1,1,1,1,1
1605356.594,-1137351.313,160.2614934,0,0,0,0,0,0,0,0,0,0,0
3819278.626,-1587601.635,44170.44509,1,1,1,1,1,1,1,1,1,1,1
3648202.833,1822533.77,629.3708371,0,0,0,0,0,0,0,0,0,0,0
407826.0396,779997.2703,11675.48701,1,1,1,1,1,1,1,1,1,1,1
-477742.7737,1245877.439,1338989.35,1,1,1,1,1,1,1,1,1,1,1
3708582.525,-2151512.226,21849.17874,1,1,1,1,1,1,1,1,1,1,1
-568312.3119,1083193.528,6746.917676,1,1,1,1,1,1,1,1,1,1,1
4231873.187,1615109.725,3853.795247,1,1,1,1,1,1,1,1,1,1,1
3698519.243,-2278964.967,2985.724877,1,1,1,1,1,1,1,1,1,1,1
3295987.964,-3109638.465,1004.908099,1,1,1,1,1,1,1,1,1,1,1
4141303.649,1584148.595,1015.550993,1,1,1,1,1,1,1,1,1,1,1
1816685.515,-481947.3939,5243.782318,1,1,1,1,1,1,1,1,1,1,1
3990354.42,-1673.1464,3553.782288,1,1,1,1,1,1,1,1,1,1,1
4161430.214,1052773.044,13444.12897,1,1,1,1,1,1,1,1,1,1,1
910990.1375,1296880.101,558333.2195,1,1,1,1,1,1,1,1,1,1,1
3607949.705,-2953173.845,276.822174,0,0,0,0,0,0,0,0,0,0,0
2752570.738,-924605.2192,1511.002282,1,1,1,1,1,1,1,1,1,1,1
1112255.777,1123793.297,2845.389667,1,1,1,1,1,1,1,1,1,1,1
1444344.082,1286672.955,1973.810479,1,1,1,1,1,1,1,1,1,1,1
3426810.63,-2003878.087,7016.12064,1,1,1,1,1,1,1,1,1,1,1
2963899.659,-2831420.481,394.6502321,0,0,0,0,0,0,0,0,0,0,0
4221809.905,-773296.9561,4206.156779,1,1,1,1,1,1,1,1,1,1,1
85801.0167,689419.6163,19429.50814,1,1,1,1,1,1,1,1,1,1,1
3295987.964,-3008855.517,2280.901821,1,1,1,1,1,1,1,1,1,1,1
2772697.302,-3324875.006,115.9994292,0,0,0,0,0,0,0,0,0,0,0
4272126.315,-722963.7461,4561.543287,1,1,1,1,1,1,1,1,1,1,1
3467063.757,-3256530.525,4400.413131,1,1,1,1,1,1,1,1,1,1,1
2269533.203,-3474202.253,20.17381378,0,0,0,0,0,0,0,0,0,0,0
3356367.656,-3064756.401,941.8649309,0,0,0,0,0,0,0,0,0,0,0
4241936.469,1296880.101,35591.9715,1,1,1,1,1,1,1,1,1,1,1
2168900.384,-2536631.294,266.9712659,0,0,0,0,0,0,0,0,0,0,0
3658266.114,1307090.611,31931.37883,1,1,1,1,1,1,1,1,1,1,1
2873330.122,-3885454.553,431.2152696,0,0,0,0,0,0,0,0,0,0,0
2601621.508,-3555344.922,25.21726723,0,0,0,0,0,0,0,0,0,0,0
3819278.626,-1836443.297,5460.946524,1,1,1,1,1,1,1,1,1,1,1
4151366.931,971768.7718,21125.22683,1,1,1,1,1,1,1,1,1,1,1
3245671.554,-2732537.296,494.2584376,0,0,0,0,0,0,0,0,0,0,0
176370.5544,729657.6954,17857.99729,1,1,1,1,1,1,1,1,1,1,1
3728709.089,-1940935.152,1558.472889,1,1,1,1,1,1,1,1,1,1,1
3577759.859,158278.169,1404.505909,1,1,1,1,1,1,1,1,1,1,1
3084659.043,-2919867.913,9023.999077,1,1,1,1,1,1,1,1,1,1,1
528585.4234,1225499.132,12730.77142,1,1,1,1,1,1,1,1,1,1,1
-387173.2364,749787.7709,9043.205503,1,1,1,1,1,1,1,1,1,1,1
-377109.9541,1286672.955,55734.31983,1,1,1,1,1,1,1,1,1,1,1
4050734.112,1012250.134,12128.32812,1,1,1,1,1,1,1,1,1,1,1
1736179.259,-1982875.869,4947.636318,1,1,1,1,1,1,1,1,1,1,1
4402948.981,-441855.9353,47553.14921,1,1,1,1,1,1,1,1,1,1,1
3789088.78,1429889.216,2365.088523,1,1,1,1,1,1,1,1,1,1,1
3004152.787,-1249289.674,1996.940615,1,1,1,1,1,1,1,1,1,1,1
478269.0131,739721.7917,12602.17776,1,1,1,1,1,1,1,1,1,1,1
2420482.433,-3462653.249,104.651659,0,0,0,0,0,0,0,0,0,0,0
-819894.3604,1012250.134,627.0770357,0,0,0,0,0,0,0,0,0,0,0
2712317.61,-884207.9979,1680.234537,1,1,1,1,1,1,1,1,1,1,1
3708582.525,-2204511.875,2985.724877,1,1,1,1,1,1,1,1,1,1,1
3295987.964,-1919996.147,632.7955481,0,0,0,0,0,0,0,0,0,0,0
2873330.122,-1117038.047,1583.530391,1,1,1,1,1,1,1,1,1,1,1
3467063.757,-51653.2989,2760.869291,1,1,1,1,1,1,1,1,1,1,1
3698519.243,-1951412.446,4632.277549,1,1,1,1,1,1,1,1,1,1,1
-457616.21,880828.7565,2253.165051,1,1,1,1,1,1,1,1,1,1,1
3356367.656,28314.6929,33090.66158,1,1,1,1,1,1,1,1,1,1,1
3950101.292,-502000.3433,19395.5561,1,1,1,1,1,1,1,1,1,1,1
3477127.039,-3053558.437,9653.688494,1,1,1,1,1,1,1,1,1,1,1
689597.9342,749787.7709,4137.449681,1,1,1,1,1,1,1,1,1,1,1
760040.9077,1133950.408,8907.66177,1,1,1,1,1,1,1,1,1,1,1
3618012.987,58303.1751,35275.91369,1,1,1,1,1,1,1,1,1,1,1
3738772.37,1532629.578,4987.467011,1,1,1,1,1,1,1,1,1,1,1
-175844.3146,931327.2451,69.64715621,0,0,0,0,0,0,0,0,0,0,0
-598502.1571,649209.5806,14618.6211,1,1,1,1,1,1,1,1,1,1,1
3960164.574,168277.4483,1329.150991,1,1,1,1,1,1,1,1,1,1,1
2500988.689,-652573.7853,190562.7726,1,1,1,1,1,1,1,1,1,1,1
2984026.223,-2310966.528,379.1334792,0,0,0,0,0,0,0,0,0,0,0
2662001.2,-3590283.569,22.6955405,0,0,0,0,0,0,0,0,0,0,0
649344.8067,719595.4558,3672.063136,1,1,1,1,1,1,1,1,1,1,1
-528059.1835,649209.5806,7877.093767,1,1,1,1,1,1,1,1,1,1,1
4181556.777,1378660.68,37029.63847,1,1,1,1,1,1,1,1,1,1,1
-195970.8791,729657.6954,2339.325071,1,1,1,1,1,1,1,1,1,1,1
3929974.728,38310.748,29550.85011,1,1,1,1,1,1,1,1,1,1,1
3124912.171,-3109638.465,8495.697328,1,1,1,1,1,1,1,1,1,1,1
3386557.501,-1993374.296,4846.818401,1,1,1,1,1,1,1,1,1,1,1
3708582.525,-1867738.066,1880.233728,1,1,1,1,1,1,1,1,1,1,1
3980291.138,-1982875.869,5223.670375,1,1,1,1,1,1,1,1,1,1,1
3285924.682,-2975420.541,588.8231897,0,0,0,0,0,0,0,0,0,0,0
3990354.42,1656450.883,2339.359527,1,1,1,1,1,1,1,1,1,1,1
3698519.243,-2151512.226,16199.48982,1,1,1,1,1,1,1,1,1,1,1
4111113.803,-853933.897,35390.19826,1,1,1,1,1,1,1,1,1,1,1
3024279.351,-2119782.889,199.7260949,0,0,0,0,0,0,0,0,0,0,0
-840020.925,1052773.044,2734.702717,1,1,1,1,1,1,1,1,1,1,1
2913583.249,-3290658.416,70.60834823,0,0,0,0,0,0,0,0,0,0,0
1675799.567,-1961894.975,1385.13014,1,1,1,1,1,1,1,1,1,1,1
-779641.2329,931327.2451,797.7713577,0,0,0,0,0,0,0,0,0,0,0
-538122.4658,739721.7917,4240.406316,1,1,1,1,1,1,1,1,1,1,1
3436873.912,-3165947.219,3389.200715,1,1,1,1,1,1,1,1,1,1,1
4121177.085,709535.0454,31815.88798,1,1,1,1,1,1,1,1,1,1,1
3748835.653,1885128.416,1618.947625,1,1,1,1,1,1,1,1,1,1,1
4050734.112,-904401.984,15587.52218,1,1,1,1,1,1,1,1,1,1,1
3044405.915,-3211162.54,175.2600072,0,0,0,0,0,0,0,0,0,0,0
3728709.089,-411799.1734,15382.83754,1,1,1,1,1,1,1,1,1,1,1
4493518.518,1012250.134,3036.055925,1,1,1,1,1,1,1,1,1,1,1
2682127.764,-3578626.324,25.21726723,0,0,0,0,0,0,0,0,0,0,0
3285924.682,-3245174.06,433.7369963,0,0,0,0,0,0,0,0,0,0,0
4282189.597,1012250.134,24325.53709,1,1,1,1,1,1,1,1,1,1,1
287066.6554,729657.6954,102843.7771,1,1,1,1,1,1,1,1,1,1,1
3306051.246,-3020017.991,1109.559758,1,1,1,1,1,1,1,1,1,1,1
3336241.092,-3143395.926,1279.776312,1,1,1,1,1,1,1,1,1,1,1
2682127.764,-3290658.416,300.08548,0,0,0,0,0,0,0,0,0,0,0
3708582.525,-351713.0877,12296.82305,1,1,1,1,1,1,1,1,1,1,1
3165165.299,-2257661.907,357.9249819,0,0,0,0,0,0,0,0,0,0,0
3678392.679,-1784382.805,1783.166212,1,1,1,1,1,1,1,1,1,1,1
-1604830.354,1843378.915,8144.81624,1,1,1,1,1,1,1,1,1,1,1
3577759.859,-2461078.384,359.5093169,0,0,0,0,0,0,0,0,0,0,0
2812950.429,-1188186.238,2154.084853,1,1,1,1,1,1,1,1,1,1,1
1897191.77,-2558281.16,1113176.566,1,1,1,1,1,1,1,1,1,1,1
4463328.672,-1392327.38,1342.767299,1,1,1,1,1,1,1,1,1,1,1
2782760.584,-965040.2867,1820.455549,1,1,1,1,1,1,1,1,1,1,1
1766369.105,-1972382.773,15111.6138,1,1,1,1,1,1,1,1,1,1,1
860673.7281,1470939.006,5478.497752,1,1,1,1,1,1,1,1,1,1,1
1917318.334,-522058.3793,1547.266336,1,1,1,1,1,1,1,1,1,1,1
3426810.63,-2601667.211,18263.60579,1,1,1,1,1,1,1,1,1,1,1
2973962.941,-1228909.226,1907.48928,1,1,1,1,1,1,1,1,1,1,1
3185291.862,-1597919.21,715.1765513,0,0,0,0,0,0,0,0,0,0,0
3316114.528,-2666966.521,466.5194437,0,0,0,0,0,0,0,0,0,0,0
3618012.987,1687502.526,5029.029236,1,1,1,1,1,1,1,1,1,1,1
880800.2919,558830.9603,213763.4708,1,1,1,1,1,1,1,1,1,1,1
1293394.852,1093339.224,22854.96994,1,1,1,1,1,1,1,1,1,1,1
3537506.732,-31661.0237,43968.77962,1,1,1,1,1,1,1,1,1,1,1
2732444.174,-3485761.861,109.6951124,0,0,0,0,0,0,0,0,0,0,0
1585230.03,-2003878.087,5.200738947,0,0,0,0,0,0,0,0,0,0,0
4181556.777,-241634.4401,3750.754851,1,1,1,1,1,1,1,1,1,1,1
4181556.777,-81642.7526,14933.49967,1,1,1,1,1,1,1,1,1,1,1
-1866475.686,1677147.56,25450.57495,1,1,1,1,1,1,1,1,1,1,1
4201683.341,-251638.0328,1784.339686,1,1,1,1,1,1,1,1,1,1,1
2631811.354,-763226.4783,3689.263171,1,1,1,1,1,1,1,1,1,1,1
-618628.7208,729657.6954,31123.86365,1,1,1,1,1,1,1,1,1,1,1
3980291.138,-904401.984,3063.521675,1,1,1,1,1,1,1,1,1,1,1
2752570.738,-3648737.243,93.30388874,0,0,0,0,0,0,0,0,0,0,0
4453265.391,-1310509.499,1858.663169,1,1,1,1,1,1,1,1,1,1,1
629218.2429,669311.1966,6599.099565,1,1,1,1,1,1,1,1,1,1,1
3306051.246,-3109638.465,1618.948556,1,1,1,1,1,1,1,1,1,1,1
3668329.397,248289.1003,74041.11404,1,1,1,1,1,1,1,1,1,1,1
4382822.417,820304.5461,9166.451572,1,1,1,1,1,1,1,1,1,1,1
2601621.508,-3199844.508,288.7377097,0,0,0,0,0,0,0,0,0,0,0
3185291.862,-3064756.401,1202.863647,1,1,1,1,1,1,1,1,1,1,1
4433138.827,1164439.371,49779.66042,1,1,1,1,1,1,1,1,1,1,1
2239343.357,-3405065.618,102.1299323,0,0,0,0,0,0,0,0,0,0,0
3336241.092,-2077557.461,5457.861602,1,1,1,1,1,1,1,1,1,1,1
-679008.4133,1052773.044,1929.74423,1,1,1,1,1,1,1,1,1,1,1
1142445.623,1144110.438,2845.389667,1,1,1,1,1,1,1,1,1,1,1
4584088.056,1327521.828,773.5849303,0,0,0,0,0,0,0,0,0,0,0
3215481.708,-2975420.541,4623.585946,1,1,1,1,1,1,1,1,1,1,1
659408.0881,1133950.408,6605.223072,1,1,1,1,1,1,1,1,1,1,1
3688455.961,-391766.5822,191973.9438,1,1,1,1,1,1,1,1,1,1,1
-1423691.279,941433.9853,14517.79926,1,1,1,1,1,1,1,1,1,1,1
-548185.7473,860645.2992,26162.94761,1,1,1,1,1,1,1,1,1,1,1
2148773.82,-4005648.445,1674.426544,1,1,1,1,1,1,1,1,1,1,1
3094722.324,-2482630.173,211.0447446,0,0,0,0,0,0,0,0,0,0,0
2511051.97,-3837727.739,35.30417412,0,0,0,0,0,0,0,0,0,0,0
-729324.8231,739721.7917,9697.234274,1,1,1,1,1,1,1,1,1,1,1
4453265.391,779997.2703,2343.715074,1,1,1,1,1,1,1,1,1,1,1
3346304.374,-2875577.969,1020.038459,1,1,1,1,1,1,1,1,1,1,1
-588438.8756,961654.7224,166719.8395,1,1,1,1,1,1,1,1,1,1,1
2973962.941,-2842447.575,242.0857654,0,0,0,0,0,0,0,0,0,0,0
3587823.141,2095125.221,364.164258,0,0,0,0,0,0,0,0,0,0,0
3507316.886,-2045947.513,35434.57321,1,1,1,1,1,1,1,1,1,1,1
3889721.601,-642524.9147,2948.808308,1,1,1,1,1,1,1,1,1,1,1
-1403564.715,1677147.56,13175.7701,1,1,1,1,1,1,1,1,1,1,1
-246287.2885,689419.6163,3791.673122,1,1,1,1,1,1,1,1,1,1,1
3970227.856,1512050.295,1735.717686,1,1,1,1,1,1,1,1,1,1,1
3577759.859,-3313459.545,7096.138997,1,1,1,1,1,1,1,1,1,1,1
2450672.279,-672676.5248,5270.375958,1,1,1,1,1,1,1,1,1,1,1
3628076.269,-2130353.541,9181.467906,1,1,1,1,1,1,1,1,1,1,1
3607949.705,1728967.278,5945.377342,1,1,1,1,1,1,1,1,1,1,1
3950101.292,1584148.595,2030.611569,1,1,1,1,1,1,1,1,1,1,1
2762634.02,-965040.2867,1731.004214,1,1,1,1,1,1,1,1,1,1,1
4070860.676,-843846.9251,220.4296066,0,0,0,0,0,0,0,0,0,0,0
2289659.767,-3451114.802,23.95640386,0,0,0,0,0,0,0,0,0,0,0
-658881.8496,659259.552,11511.98443,1,1,1,1,1,1,1,1,1,1,1
1786495.669,-2278964.967,17.33579649,0,0,0,0,0,0,0,0,0,0,0
3004152.787,-2590809.817,2250.521391,1,1,1,1,1,1,1,1,1,1,1
5369024.049,-2119782.889,6778.487809,1,1,1,1,1,1,1,1,1,1,1
4090987.239,2095125.221,1167.70061,1,1,1,1,1,1,1,1,1,1,1
-528059.1835,860645.2992,2477.762843,1,1,1,1,1,1,1,1,1,1,1
3587823.141,1604785.137,7210.056477,1,1,1,1,1,1,1,1,1,1,1
3950101.292,38310.748,19702.22197,1,1,1,1,1,1,1,1,1,1,1
3728709.089,1512050.295,4734.135353,1,1,1,1,1,1,1,1,1,1,1
3517380.167,18318.7092,2603.882788,1,1,1,1,1,1,1,1,1,1,1
-276477.1346,1012250.134,536.692792,0,0,0,0,0,0,0,0,0,0,0
-1443817.843,1708225.865,36332.15783,1,1,1,1,1,1,1,1,1,1,1
3285924.682,-2215129.717,1850.926978,1,1,1,1,1,1,1,1,1,1,1
-356983.3904,609025.9328,23954.70212,1,1,1,1,1,1,1,1,1,1,1
3376494.22,2318070.417,10002.64217,1,1,1,1,1,1,1,1,1,1,1
4141303.649,-201625.9196,5025.283198,1,1,1,1,1,1,1,1,1,1,1
3738772.37,-1826021.535,2000.669349,1,1,1,1,1,1,1,1,1,1,1
3175228.58,-1587601.635,2343.81848,1,1,1,1,1,1,1,1,1,1,1
3044405.915,-3790196.036,2087.989726,1,1,1,1,1,1,1,1,1,1,1
1887128.488,-522058.3793,1112.097679,1,1,1,1,1,1,1,1,1,1,1
3879658.318,-1773985.049,16262.55481,1,1,1,1,1,1,1,1,1,1,1
2762634.02,-3451114.802,122.303746,0,0,0,0,0,0,0,0,0,0,0
3768962.216,-985272.545,3632.589945,1,1,1,1,1,1,1,1,1,1,1
3416747.347,2042423.3,562.0796155,0,0,0,0,0,0,0,0,0,0,0
2883393.403,-3825826.658,296.3028899,0,0,0,0,0,0,0,0,0,0,0
